"term","coef_reg_baja","coef_reg_alta"
"tf_texto_anthony",0,0
"tf_texto_anti",0,0
"tf_texto_anticipated",0,0
"tf_texto_anticipation",0,0
"tf_texto_antics",0,0
"tf_texto_antonio",0,0
"tf_texto_ants",0,0
"tf_texto_antz",0,0
"tf_texto_anybody",0,0
"tf_texto_anymore",0,0
"tf_texto_anyone",0,0
"tf_texto_anything",0,0
"tf_texto_anyway",-0.0562368110599168,0
"tf_texto_anywhere",-0.0747965538344797,0
"tf_texto_apart",0,0
"tf_texto_apartment",0,0
"tf_texto_ape",0,0
"tf_texto_apes",0.0050551666958564,0
"tf_texto_apocalypse",-0.000910933976638062,0
"tf_texto_apollo",0.283164242175446,0
"tf_texto_apostle",0,0
"tf_texto_apparent",0,0
"tf_texto_apparently",0,0
"tf_texto_appeal",0,0
"tf_texto_appealing",0,0
"tf_texto_appear",0,0
"tf_texto_appearance",0,0
"tf_texto_appearances",0,0
"tf_texto_appeared",0,0
"tf_texto_appearing",0,0
"tf_texto_appears",-0.0257837728822849,0
"tf_texto_apple",0,0
"tf_texto_appreciate",0,0
"tf_texto_appreciated",0.00831832703943271,0
"tf_texto_approach",0,0
"tf_texto_approached",0,0
"tf_texto_approaches",0,0
"tf_texto_appropriate",0,0
"tf_texto_appropriately",0.000674406427085132,0
"tf_texto_approximately",0.0109286126586334,0
"tf_texto_april",0.0802359996270948,0
"tf_texto_arab",0,0
"tf_texto_arc",4.81341268006483e-05,0
"tf_texto_area",0,0
"tf_texto_areas",-0.000189754939627678,0
"tf_texto_arguably",-0.0181682294170903,0
"tf_texto_argue",0,0
"tf_texto_argument",0.0710337859973894,0
"tf_texto_arguments",0,0
"tf_texto_arise",0,0
"tf_texto_arizona",0,0
"tf_texto_ark",0,0
"tf_texto_arkin",-0.0627747757012743,0
"tf_texto_arm",0,0
"tf_texto_armageddon",-0.0156162810631677,0
"tf_texto_armed",0,0
"tf_texto_arms",0,0
"tf_texto_army",0,0
"tf_texto_arnold",0,0
"tf_texto_around",0,0
"tf_texto_arquette",0.00046815515016041,0
"tf_texto_array",0,0
"tf_texto_arrest",-0.0929635882640607,0
"tf_texto_arrested",0,0
"tf_texto_arrival",0,0
"tf_texto_arrive",0,0
"tf_texto_arrived",0,0
"tf_texto_arrives",0,0
"tf_texto_arriving",0.037715402110479,0
"tf_texto_arrogant",0,0
"tf_texto_arrow",0,0
"tf_texto_art",0,0
"tf_texto_arthur",0,0
"tf_texto_article",0,0
"tf_texto_artificial",0.0290731022870288,0
"tf_texto_artist",0,0
"tf_texto_artistic",0,0
"tf_texto_artists",0.0224436601398922,0
"tf_texto_arts",0,0
"tf_texto_ashley",0,0
"tf_texto_asian",0,0
"tf_texto_aside",0,0
"tf_texto_ask",0.000939389239520042,0
"tf_texto_asked",0,0
"tf_texto_asking",0,0
"tf_texto_asks",0.0203519619841482,0
"tf_texto_asleep",-0.0677265721616487,0
"tf_texto_aspect",0,0
"tf_texto_aspects",0,0
"tf_texto_ass",-0.00695088332745513,0
"tf_texto_assassin",0.0328865971675741,0
"tf_texto_assault",0,0
"tf_texto_assembled",0,0
"tf_texto_asset",-0.00558384516076949,0
"tf_texto_assigned",0.000654232048516519,0
"tf_texto_assignment",0,0
"tf_texto_assistance",0,0
"tf_texto_assistant",0,0
"tf_texto_associate",-0.000467803718013075,0
"tf_texto_associated",0,0
"tf_texto_assume",0,0
"tf_texto_assumes",0,0
"tf_texto_assured",0,0
"tf_texto_asteroid",0,0
"tf_texto_astonishing",0,0
"tf_texto_astounding",0.0719881078999485,0.0504071517914386
"tf_texto_astronaut",0,0
"tf_texto_atlantic",0,0
"tf_texto_atmosphere",0,0
"tf_texto_atrocious",-0.0563033325638236,0
"tf_texto_attached",-0.00943580599294422,0
"tf_texto_attack",0,0
"tf_texto_attacked",0,0
"tf_texto_attacking",0.0029005201238991,0
"tf_texto_attacks",0,0
"tf_texto_attempt",-0.0329325024454981,-0.0255085850642103
"tf_texto_attempted",1.95430107488976e-05,0
"tf_texto_attempting",0,0
"tf_texto_attempts",-0.0078320091058501,0
"tf_texto_attend",0,0
"tf_texto_attendant",0,0
"tf_texto_attended",-0.0179711972365924,0
"tf_texto_attending",0,0
"tf_texto_attention",0.0215823990875048,0
"tf_texto_attitude",0.0244492522058201,0
"tf_texto_attitudes",0,0
"tf_texto_attorney",0,0
"tf_texto_attracted",0,0
"tf_texto_attraction",0,0
"tf_texto_attractive",0.0177720406338469,0
"tf_texto_audience",0,0
"tf_texto_audience's",0,0
"tf_texto_audiences",0.0307927237979212,0
"tf_texto_audio",0,0
"tf_texto_august",-0.000248247954429389,0
"tf_texto_austin",0,0
"tf_texto_australia",0,0
"tf_texto_australian",0,0
"tf_texto_authentic",-0.0302886845762031,0
"tf_texto_author",0,0
"tf_texto_authorities",0.0763673781173139,0
"tf_texto_authority",0,0
"tf_texto_automatically",0.0390481208817209,0
"tf_texto_available",0,0
"tf_texto_average",0,0
"tf_texto_avoid",0,0
"tf_texto_avoids",0,3.33759283186267e-06
"tf_texto_awaiting",0.00513780565589538,0
"tf_texto_awake",0,0
"tf_texto_award",0,0
"tf_texto_awards",0,0
"tf_texto_aware",0,0
"tf_texto_away",0,0
"tf_texto_awe",0,0
"tf_texto_awesome",0.0585458620356402,5.56774732160351e-05
"tf_texto_awful",-0.125212303096639,-0.101396895090309
"tf_texto_awfully",0.0946030300289241,0
"tf_texto_awhile",-0.0011815267551963,0
"tf_texto_awkward",0,0
"tf_texto_awry",0,0
"tf_texto_azaria",-0.0423054013953741,0
"tf_texto_b",-0.059521400449823,-0.00218629321850467
"tf_texto_ba'ku",0,0
"tf_texto_babe",0.00944291491911638,0
"tf_texto_baby",0.000154959713843221,0
"tf_texto_babysitter",-0.0681610180221481,0
"tf_texto_bachelor",0.101165364721466,0
"tf_texto_back",0.0152284554131752,0
"tf_texto_backdrop",0,0
"tf_texto_background",0,0
"tf_texto_bacon",-0.00947448495634219,0
"tf_texto_bad",-0.0690825098797314,-0.112876772407197
"tf_texto_badly",-0.0554592822711047,-0.0125290781329053
"tf_texto_bag",0.0486162947302785,0
"tf_texto_bail",-0.0285680965245295,0
"tf_texto_baker",0,0
"tf_texto_balance",0,0
"tf_texto_bald",0,0
"tf_texto_baldwin",-0.00703413191908274,0
"tf_texto_ball",0,0
"tf_texto_balls",0,0
"tf_texto_banal",-0.0353447849398213,0
"tf_texto_band",0,0
"tf_texto_banderas",0,0
"tf_texto_bang",0,0
"tf_texto_bank",-0.102518119884149,0
"tf_texto_banks",0,0
"tf_texto_banter",0,0
"tf_texto_bar",-0.00395825407768259,0
"tf_texto_barbara",0,0
"tf_texto_barber",0.012589083173943,0
"tf_texto_bare",0,0
"tf_texto_barely",-0.0583742563493611,0
"tf_texto_barnes",0,0
"tf_texto_barrel",0,0
"tf_texto_barry",0.0332717980015345,0
"tf_texto_barrymore",-0.00055802423643422,0
"tf_texto_bars",0,0
"tf_texto_bartender",0,0
"tf_texto_base",0,0
"tf_texto_baseball",0,0
"tf_texto_based",0.0374517823399417,0
"tf_texto_basic",0,0
"tf_texto_basically",0,0
"tf_texto_basis",-0.120981211532994,0
"tf_texto_basketball",-0.0567177420691691,0
"tf_texto_bastard",0.0678322557995672,0
"tf_texto_bat",0,0
"tf_texto_bates",0,0
"tf_texto_bathroom",0,0
"tf_texto_bathtub",0,0
"tf_texto_batman",0,0
"tf_texto_bats",0,0
"tf_texto_battle",0,0
"tf_texto_battlefield",0,0
"tf_texto_battles",0,0
"tf_texto_bay",0,0
"tf_texto_beach",0.00107181242837459,0
"tf_texto_bear",0,0
"tf_texto_bears",0,0
"tf_texto_beast",0,0
"tf_texto_beat",-0.0903011640551909,0
"tf_texto_beaten",0,0
"tf_texto_beating",0,0
"tf_texto_beats",0,0
"tf_texto_beatty",0,0
"tf_texto_beau",0,0
"tf_texto_beautiful",0.0126499843542702,0
"tf_texto_beautifully",0.0426988914476106,0
"tf_texto_beauty",0,0
"tf_texto_beavis",0.00022558153883968,0
"tf_texto_became",0,0
"tf_texto_become",0,0
"tf_texto_becomes",-0.0231945055275218,0
"tf_texto_becoming",0,0
"tf_texto_bed",0,0
"tf_texto_bedroom",0.0578124554912801,0
"tf_texto_beer",5.73759215406659e-06,0
"tf_texto_befriends",0.0352379821214004,0
"tf_texto_began",0,0
"tf_texto_begin",0,0
"tf_texto_beginning",0.00944765590220974,0
"tf_texto_begins",0,0
"tf_texto_begun",0,0
"tf_texto_behavior",0,0
"tf_texto_behind",0,0
"tf_texto_behold",0,0
"tf_texto_beings",0.0695337883008062,0
"tf_texto_belief",0.00955841137406946,8.9319827203263e-05
"tf_texto_beliefs",0,0
"tf_texto_believability",0,0
"tf_texto_believable",0.0147089719442718,0
"tf_texto_believe",0,0
"tf_texto_believed",0,0
"tf_texto_believes",0.0318096635692468,0
"tf_texto_believing",-0.0274876704255422,0
"tf_texto_bell",0,0
"tf_texto_belong",0,0
"tf_texto_belongs",0,0
"tf_texto_beloved",0,0
"tf_texto_belt",0,0
"tf_texto_ben",0,0
"tf_texto_beneath",-0.0172605454597127,0
"tf_texto_benefit",-0.00735277835080015,0
"tf_texto_benefits",0,0
"tf_texto_benigni",0.159287613398973,0
"tf_texto_bening",0,0
"tf_texto_bent",-0.0294965201601831,0
"tf_texto_bernard",0,0
"tf_texto_besides",0,0
"tf_texto_besson",0,0
"tf_texto_besson's",0.0373125586696185,0
"tf_texto_best",0.0320096460019109,0.0243440313058992
"tf_texto_bet",0.0352652332769717,0
"tf_texto_betrayal",0.0361093523218218,0
"tf_texto_better",-0.0100879951681556,0
"tf_texto_betty",-0.00567230130014077,0
"tf_texto_beverly",0,0
"tf_texto_beyond",0,0
"tf_texto_bible",0,0
"tf_texto_bickering",0,0
"tf_texto_big",0,0
"tf_texto_bigger",0,0
"tf_texto_biggest",0,0
"tf_texto_biggs",0,0
"tf_texto_bilko",-0.260371538894281,0
"tf_texto_bill",0.0514173376738923,0
"tf_texto_billing",-0.111960133733196,0
"tf_texto_billy",0,0
"tf_texto_birch",0,0
"tf_texto_bird",0,0
"tf_texto_birth",0,0
"tf_texto_birthday",0.0457313580106622,0
"tf_texto_bit",0.000326676062557099,0
"tf_texto_bitch",-0.109550816063523,0
"tf_texto_bite",-0.0182038454377983,0
"tf_texto_biting",0.00450348157514732,0
"tf_texto_bits",0,0
"tf_texto_bitter",0,0
"tf_texto_bizarre",-0.0412299582472709,0
"tf_texto_black",0,0
"tf_texto_blacks",0,0
"tf_texto_blade",0,0
"tf_texto_blah",-0.000205740112647878,0
"tf_texto_blair",0,0
"tf_texto_blake",0,0
"tf_texto_blame",-0.0352670790583052,0
"tf_texto_bland",-0.10302807196838,-0.0512343900877417
"tf_texto_blank",-0.05448092495976,0
"tf_texto_blast",0.0933528269547485,4.25986243657698e-05
"tf_texto_blatant",0,0
"tf_texto_blatantly",0,0
"tf_texto_bleak",0,0
"tf_texto_blend",0,0
"tf_texto_blind",0,0
"tf_texto_block",0,0
"tf_texto_blockbuster",0,0
"tf_texto_blond",0,0
"tf_texto_blonde",0,0
"tf_texto_blood",0,0
"tf_texto_bloody",0,0
"tf_texto_blow",0,0
"tf_texto_blowing",0.013500572397622,0
"tf_texto_blown",-0.00418782262847691,0
"tf_texto_blows",0,0
"tf_texto_blue",0,0
"tf_texto_blues",0,0
"tf_texto_board",0,0
"tf_texto_boasts",0,0
"tf_texto_boat",0,0
"tf_texto_bob",0,0
"tf_texto_bobby",0.0309900928685951,0
"tf_texto_bodies",0,0
"tf_texto_body",0,0
"tf_texto_boiled",0,0
"tf_texto_boiler",0,0
"tf_texto_boils",0,0
"tf_texto_bold",0,0
"tf_texto_bomb",-0.00785527890444605,0
"tf_texto_bond",0.0353926711602889,0
"tf_texto_bone",0,0
"tf_texto_bones",0,0
"tf_texto_bont",0,0
"tf_texto_boogie",0,0
"tf_texto_book",0.00300316625925084,0
"tf_texto_books",0,0
"tf_texto_boone",0,0
"tf_texto_boot",0,0
"tf_texto_border",0,0
"tf_texto_borders",0,0
"tf_texto_bore",-0.0698686078792036,-0.0175109046769641
"tf_texto_bored",0,0
"tf_texto_boredom",0,0
"tf_texto_boring",-0.0657712661711492,-0.0908294731364249
"tf_texto_born",0.0270572302950247,0
"tf_texto_borrows",0.0347373792951325,0
"tf_texto_boss",-0.0296254595796728,0
"tf_texto_boston",0,0
"tf_texto_bother",0,0
"tf_texto_bothered",0,0
"tf_texto_bottle",0,0
"tf_texto_bottom",0,0
"tf_texto_bought",0.135610354194959,0
"tf_texto_bound",0,0
"tf_texto_boundaries",0,0
"tf_texto_bowfinger",0.223987616566671,0
"tf_texto_bowler",0,0
"tf_texto_bowling",0,0
"tf_texto_box",0,0
"tf_texto_boxer",0,0
"tf_texto_boxing",0,0
"tf_texto_boy",0.026522095115245,0
"tf_texto_boyfriend",0,0
"tf_texto_boyle",0,0
"tf_texto_boys",0,0
"tf_texto_brad",0,0
"tf_texto_brain",-0.0129451478603686,0
"tf_texto_brains",0,0
"tf_texto_branagh",0,0
"tf_texto_brand",0,0
"tf_texto_brandy",0,0
"tf_texto_brave",0,0
"tf_texto_braveheart",0.00917547082258805,0
"tf_texto_brazil",-0.0322933028412921,0
"tf_texto_bread",0.0184206800900937,0
"tf_texto_break",0,0
"tf_texto_breakdown",-0.00233629183631587,0
"tf_texto_breakfast",0,0
"tf_texto_breaking",-0.101539295208454,0
"tf_texto_breaks",0,0
"tf_texto_breasts",0,0
"tf_texto_breath",0,0
"tf_texto_breathing",0,0
"tf_texto_breathtaking",0.0107006204222375,0.0440696695183131
"tf_texto_breed",0,0
"tf_texto_brenner",0,0
"tf_texto_brian",0,0
"tf_texto_bride",0,0
"tf_texto_bridge",0,0
"tf_texto_bridges",0,0
"tf_texto_bridget",0,0
"tf_texto_brief",0,0
"tf_texto_briefly",0,0
"tf_texto_bright",-0.0786715904674656,0
"tf_texto_brilliance",0,0
"tf_texto_brilliant",0.0376306852925806,0.0307703453318257
"tf_texto_brilliantly",0.00517244349443055,0
"tf_texto_bring",0,0
"tf_texto_bringing",0,0
"tf_texto_brings",0,0
"tf_texto_brink",0,0
"tf_texto_british",0,0
"tf_texto_broad",0,0
"tf_texto_broadcast",-0.000735970042993254,0
"tf_texto_broadway",0,0
"tf_texto_broderick",0,0
"tf_texto_broke",0,0
"tf_texto_broken",-0.00112324504487841,0
"tf_texto_brooding",0,0
"tf_texto_brooks",0,0
"tf_texto_bros",0.0119192007333352,0
"tf_texto_brosnan",0,0
"tf_texto_brother",0,0
"tf_texto_brother's",-0.0591786901841524,0
"tf_texto_brothers",0.000647240827470716,0
"tf_texto_brought",0,0
"tf_texto_brown",0,0
"tf_texto_bruce",0.0236229695802327,0
"tf_texto_bruno",0,0
"tf_texto_brutal",0,0
"tf_texto_brutality",0.0235251372544078,0
"tf_texto_brutally",0.0492754300234321,0
"tf_texto_bubble",0.00425422963871872,0
"tf_texto_buck",0,0
"tf_texto_bucks",0,0
"tf_texto_bud",0,0
"tf_texto_buddies",0,0
"tf_texto_buddy",0,0
"tf_texto_budget",0,0
"tf_texto_bug",0,0
"tf_texto_bug's",0,0
"tf_texto_bugs",-0.015803593387205,0
"tf_texto_build",0,0
"tf_texto_building",0,0
"tf_texto_buildings",0,0
"tf_texto_builds",0,0
"tf_texto_built",0,0
"tf_texto_bulk",0,0
"tf_texto_bull",0,0
"tf_texto_bullet",0,0
"tf_texto_bullets",0,0
"tf_texto_bullock",0,0
"tf_texto_bully",-0.153153494969236,0
"tf_texto_bulworth",0,0
"tf_texto_bumbling",0,0
"tf_texto_bunch",0,0
"tf_texto_bunny",0,0
"tf_texto_buried",0,0
"tf_texto_burn",0,0
"tf_texto_burning",0,0
"tf_texto_burns",0,0
"tf_texto_burst",0,0
"tf_texto_burton",0,0
"tf_texto_burton's",0,0
"tf_texto_bus",-0.0161391338355071,0
"tf_texto_buscemi",0.0766045475999465,0
"tf_texto_business",0,0
"tf_texto_businessman",0.0131028409438929,0
"tf_texto_busy",0,0
"tf_texto_butcher",0.0113938521205212,0
"tf_texto_butler",0,0
"tf_texto_butt",0,0
"tf_texto_buy",0.0744238055291105,0
"tf_texto_buying",0,0
"tf_texto_buzz",0,0
"tf_texto_byrne",0,0
"tf_texto_c",-0.0444523586300191,0
"tf_texto_caan",-0.105777070351606,0
"tf_texto_cab",0.0709923316142929,0
"tf_texto_cabin",0,0
"tf_texto_cable",0.0209490924382265,0
"tf_texto_cage",-0.0427215608704105,0
"tf_texto_caine",0.0498822081609644,0
"tf_texto_cake",-0.00716953357810651,0
"tf_texto_cal",0,0
"tf_texto_caliber",0,0
"tf_texto_california",0,0
"tf_texto_call",0,0
"tf_texto_called",0,0
"tf_texto_calling",0,0
"tf_texto_calls",0,0
"tf_texto_calm",0,0
"tf_texto_came",0,0
"tf_texto_cameo",0,0
"tf_texto_cameos",0,0
"tf_texto_camera",-0.00330806383781418,0
"tf_texto_cameras",0,0
"tf_texto_cameron",0.0164765927550583,0.00271038771681289
"tf_texto_cameron's",0.0206041548675855,0
"tf_texto_camille",0,0
"tf_texto_camp",0,0
"tf_texto_campaign",-0.0361444291628523,0
"tf_texto_campbell",-0.0161642230635569,0
"tf_texto_campy",0,0
"tf_texto_can",0.00496841748742921,0
"tf_texto_canadian",0.142453889916596,0
"tf_texto_cancer",-0.0184330237727836,0
"tf_texto_candidate",0,0
"tf_texto_candy",0,0
"tf_texto_capable",0,0
"tf_texto_capacity",0,0
"tf_texto_capital",0,0
"tf_texto_capsule",0,0
"tf_texto_captain",0,0
"tf_texto_captivating",0,0
"tf_texto_capture",0,0
"tf_texto_captured",0.0992595057889898,0.0204648735389356
"tf_texto_captures",0,0
"tf_texto_car",0,0
"tf_texto_card",-0.0256848714171725,0
"tf_texto_cardboard",0,0
"tf_texto_cards",0,0
"tf_texto_care",0,0
"tf_texto_cared",-0.122791019227621,0
"tf_texto_career",0,0
"tf_texto_careers",-0.0882162898288239,0
"tf_texto_careful",0,0
"tf_texto_carefully",0.0212267554191823,0
"tf_texto_cares",-0.0618146264551677,0
"tf_texto_caricature",0,0
"tf_texto_caricatures",0,0
"tf_texto_caring",0,0
"tf_texto_carl",0,0
"tf_texto_carlyle",0.0198736339686146,0
"tf_texto_carmen",0,0
"tf_texto_carnage",-0.00180457585491226,0
"tf_texto_carol",0.0719029252405248,0
"tf_texto_carolina",0,0
"tf_texto_carpenter",0,0
"tf_texto_carpenter's",0,0
"tf_texto_carrey",0,0
"tf_texto_carrey's",0,0
"tf_texto_carrie",0.00404675638286769,0
"tf_texto_carried",0.0113747869086273,0
"tf_texto_carries",0,0
"tf_texto_carry",0,0
"tf_texto_carrying",0,0
"tf_texto_cars",0,0
"tf_texto_carter",-0.00256737196209927,0
"tf_texto_carter's",0,0
"tf_texto_cartoon",-0.03700183870635,0
"tf_texto_cartoonish",-0.0424537467569246,0
"tf_texto_cartoons",0,0
"tf_texto_casablanca",0,0
"tf_texto_case",0.000576560510670058,0
"tf_texto_cases",-0.0218040951386509,0
"tf_texto_cash",0,0
"tf_texto_casino",-0.00118949453361974,0
"tf_texto_casper",0.0297233216868589,0
"tf_texto_cast",0,0
"tf_texto_casting",0,0
"tf_texto_castle",0.024751435797182,0.00590378402279216
"tf_texto_casts",0.0707273966962921,0
"tf_texto_cat",0,0
"tf_texto_catch",-0.00459915395995901,0
"tf_texto_catches",0,0
"tf_texto_catching",0,0
"tf_texto_catchy",0,0
"tf_texto_category",0.00287541097500542,0
"tf_texto_catherine",0,0
"tf_texto_catholic",0,0
"tf_texto_caught",0,0
"tf_texto_cauldron",0,0
"tf_texto_cause",0.0262633812697762,0
"tf_texto_caused",0.0619276559583728,0
"tf_texto_causes",0,0
"tf_texto_causing",-0.0411672572215883,0
"tf_texto_cave",0,0
"tf_texto_celebration",0.0411181650460338,0
"tf_texto_celebrities",0,0
"tf_texto_celebrity",-0.0455458719504751,0
"tf_texto_cell",0,0
"tf_texto_celluloid",0,0
